3,1753291411.120614,1753291412.625384,4
4,1753291412.625388,1753291414.131146,5
0,1753291414.131150,1753291415.665181,1
2,1753291415.665184,1753291417.191181,3
3,1753291417.191183,1753291418.732828,4
4,1753291418.732830,1753291420.267504,5
1,1753291420.267506,1753291421.797002,2
2,1753291421.797004,1753291423.333255,3
0,1753291423.333257,1753291424.835719,1
1,1753291424.835721,1753291426.359709,2
2,1753291426.359711,1753291427.867226,3
4,1753291427.867228,1753291429.402396,5
4,1753291429.402397,1753291430.936738,5
3,1753291430.936740,1753291432.468600,4
1,1753291432.468602,1753291433.970160,2
3,1753291433.970162,1753291435.471725,4
0,1753291435.471727,1753291437.005351,1
0,1753291437.005353,1753291438.543295,1
1,1753291438.543297,1753291440.069096,2
2,1753291440.069098,1753291441.607278,3
10,1753291441.607281,1753291443.146375,Five
12,1753291443.146377,1753291444.670213,Seven
5,1753291444.670215,1753291446.209340,Zero
6,1753291446.209342,1753291447.749648,One
8,1753291447.749650,1753291449.280055,Three
9,1753291449.280057,1753291450.815936,Four
12,1753291450.815938,1753291452.345624,Seven
13,1753291452.345627,1753291453.877425,Eight
7,1753291453.877427,1753291455.379332,Two
8,1753291455.379335,1753291456.909756,Three
14,1753291456.909758,1753291458.417798,Nine
7,1753291458.417800,1753291459.948542,Two
14,1753291459.948544,1753291461.450660,Nine
9,1753291461.450662,1753291462.951072,Four
13,1753291462.951074,1753291464.486991,Eight
5,1753291464.486993,1753291466.017604,Zero
10,1753291466.017606,1753291467.553067,Five
6,1753291467.553069,1753291469.054956,One
11,1753291469.054958,1753291470.557966,Six
11,1753291470.557968,1753291472.083301,Six
10,1753291472.083303,1753291473.588486,Five
11,1753291473.588488,1753291475.128863,Six
8,1753291475.128866,1753291476.655807,Three
10,1753291476.655809,1753291478.188602,Five
5,1753291478.188604,1753291479.696155,Zero
12,1753291479.696157,1753291481.226980,Seven
7,1753291481.226982,1753291482.762189,Two
7,1753291482.762191,1753291484.296180,Two
14,1753291484.296183,1753291485.832834,Nine
9,1753291485.832836,1753291487.364739,Four
6,1753291487.364741,1753291488.893811,One
14,1753291488.893814,1753291490.433500,Nine
6,1753291490.433502,1753291491.964526,One
5,1753291491.964528,1753291493.500444,Zero
11,1753291493.500446,1753291495.034644,Six
8,1753291495.034646,1753291496.567814,Three
9,1753291496.567816,1753291498.101094,Four
12,1753291498.101096,1753291499.636864,Seven
13,1753291499.636866,1753291501.167169,Eight
13,1753291501.167171,1753291502.669919,Eight
10,1753291502.669922,1753291504.171139,Five
