2,1743506946.955860,1743506948.987174,3
1,1743506948.987177,1743506950.987691,2
0,1743506950.987693,1743506953.003156,1
3,1743506953.003158,1743506955.018563,4
1,1743506955.018565,1743506957.035466,2
0,1743506957.035468,1743506959.051703,1
2,1743506959.051704,1743506961.067326,3
3,1743506961.067328,1743506963.083290,4
4,1743506963.083292,1743506965.083464,5
4,1743506965.083465,1743506967.114782,5
0,1743506967.114784,1743506969.131005,1
1,1743506969.131006,1743506971.147085,2
3,1743506971.147087,1743506973.162348,4
2,1743506973.162350,1743506975.178791,3
3,1743506975.178793,1743506977.178963,4
2,1743506977.178965,1743506979.194416,3
4,1743506979.194418,1743506981.210439,5
4,1743506981.210441,1743506983.242474,5
0,1743506983.242476,1743506985.258552,1
1,1743506985.258553,1743506987.290316,2
10,1743506987.290318,1743506989.290434,Five
9,1743506989.290436,1743506991.290531,Four
7,1743506991.290533,1743506993.306539,Two
6,1743506993.306540,1743506995.337845,One
13,1743506995.337847,1743506997.338165,Eight
11,1743506997.338167,1743506999.354251,Six
7,1743506999.354253,1743507001.370140,Two
12,1743507001.370142,1743507003.386547,Seven
6,1743507003.386549,1743507005.418452,One
8,1743507005.418454,1743507007.434196,Three
9,1743507007.434198,1743507009.449858,Four
11,1743507009.449860,1743507011.465644,Six
14,1743507011.465646,1743507013.481908,Nine
5,1743507013.481910,1743507015.497957,Zero
5,1743507015.497959,1743507017.513857,Zero
14,1743507017.513859,1743507019.544982,Nine
10,1743507019.544984,1743507021.561343,Five
10,1743507021.561345,1743507023.577288,Five
13,1743507023.577290,1743507025.609340,Eight
12,1743507025.609342,1743507027.624396,Seven
8,1743507027.624398,1743507029.624677,Three
10,1743507029.624679,1743507031.624722,Five
13,1743507031.624725,1743507033.640677,Eight
12,1743507033.640679,1743507035.657223,Seven
9,1743507035.657225,1743507037.688549,Four
6,1743507037.688551,1743507039.704813,One
11,1743507039.704815,1743507041.737208,Six
10,1743507041.737210,1743507043.752875,Five
7,1743507043.752877,1743507045.785032,Two
8,1743507045.785034,1743507047.816758,Three
14,1743507047.816760,1743507049.832663,Nine
13,1743507049.832665,1743507051.848647,Eight
5,1743507051.848649,1743507053.864669,Zero
9,1743507053.864671,1743507055.912003,Four
11,1743507055.912005,1743507057.944035,Six
7,1743507057.944037,1743507059.959845,Two
14,1743507059.959847,1743507061.960027,Nine
8,1743507061.960029,1743507063.976018,Three
6,1743507063.976020,1743507065.992127,One
5,1743507065.992129,1743507068.007209,Zero
12,1743507068.007210,1743507070.007538,Seven
10,1743507070.007540,1743507072.023146,Five
15,1743507072.023148,1743507074.039475,wrist_up
15,1743507074.039476,1743507076.039668,wrist_up
17,1743507076.039670,1743507078.070961,wrist_left
17,1743507078.070964,1743507080.071541,wrist_left
16,1743507080.071543,1743507082.103687,wrist_down
16,1743507082.103689,1743507084.135707,wrist_down
16,1743507084.135709,1743507086.135731,wrist_down
17,1743507086.135733,1743507088.151439,wrist_left
15,1743507088.151441,1743507090.167467,wrist_up
15,1743507090.167468,1743507092.198735,wrist_up
16,1743507092.198737,1743507094.198890,wrist_down
17,1743507094.198892,1743507096.199675,wrist_left
