1,1742695002.033271,1742695004.071107,2
3,1742695004.071110,1742695006.106044,4
2,1742695006.106046,1742695008.141370,3
1,1742695008.141372,1742695010.179196,2
4,1742695010.179199,1742695012.179497,5
0,1742695012.179500,1742695014.181045,1
2,1742695014.181048,1742695016.211784,3
3,1742695016.211786,1742695018.249595,4
4,1742695018.249598,1742695020.249917,5
0,1742695020.249919,1742695022.251594,1
2,1742695022.251596,1742695024.271510,3
0,1742695024.271512,1742695026.272245,1
2,1742695026.272247,1742695028.276241,3
1,1742695028.276243,1742695030.282462,2
1,1742695030.282464,1742695032.315171,2
3,1742695032.315173,1742695034.318613,4
4,1742695034.318615,1742695036.318994,5
4,1742695036.318997,1742695038.322030,5
0,1742695038.322032,1742695040.322817,1
3,1742695040.322820,1742695042.324650,4
10,1742695042.324652,1742695044.329033,Five
5,1742695044.329035,1742695046.330193,Zero
5,1742695046.330196,1742695048.350283,Zero
13,1742695048.350285,1742695050.351294,Eight
8,1742695050.351296,1742695052.357319,Three
14,1742695052.357321,1742695054.400213,Nine
7,1742695054.400216,1742695056.420224,Two
12,1742695056.420226,1742695058.421298,Seven
6,1742695058.421300,1742695060.432480,One
11,1742695060.432482,1742695062.458614,Six
7,1742695062.458616,1742695064.462709,Two
12,1742695064.462710,1742695066.463898,Seven
11,1742695066.463900,1742695068.504472,Six
10,1742695068.504474,1742695070.534889,Five
10,1742695070.534892,1742695072.536810,Five
14,1742695072.536812,1742695074.541088,Nine
13,1742695074.541090,1742695076.542274,Eight
9,1742695076.542277,1742695078.576425,Four
9,1742695078.576427,1742695080.609735,Four
6,1742695080.609738,1742695082.614768,One
8,1742695082.614771,1742695084.634871,Three
5,1742695084.634873,1742695086.637997,Zero
10,1742695086.637999,1742695088.640675,Five
7,1742695088.640677,1742695090.647460,Two
7,1742695090.647462,1742695092.681125,Two
13,1742695092.681128,1742695094.718565,Eight
13,1742695094.718567,1742695096.746263,Eight
9,1742695096.746265,1742695098.748980,Four
12,1742695098.748982,1742695100.753497,Seven
11,1742695100.753499,1742695102.754614,Six
12,1742695102.754616,1742695104.787560,Seven
8,1742695104.787562,1742695106.821059,Three
14,1742695106.821061,1742695108.824791,Nine
5,1742695108.824794,1742695110.862232,Zero
10,1742695110.862234,1742695112.896400,Five
9,1742695112.896402,1742695114.917038,Four
8,1742695114.917040,1742695116.918688,Three
6,1742695116.918691,1742695118.930421,One
6,1742695118.930423,1742695120.965535,One
11,1742695120.965537,1742695122.986936,Six
14,1742695122.986938,1742695124.988823,Nine
10,1742695124.988825,1742695126.999001,Five
17,1742695126.999003,1742695129.031178,wrist_left
15,1742695129.031180,1742695131.031213,wrist_up
16,1742695131.031215,1742695133.063119,wrist_down
17,1742695133.063121,1742695135.100783,wrist_left
16,1742695135.100785,1742695137.103745,wrist_down
15,1742695137.103748,1742695139.136795,wrist_up
17,1742695139.136797,1742695141.177064,wrist_left
15,1742695141.177066,1742695143.177164,wrist_up
16,1742695143.177166,1742695145.178922,wrist_down
17,1742695145.178925,1742695147.179947,wrist_left
15,1742695147.179949,1742695149.203102,wrist_up
16,1742695149.203103,1742695151.242142,wrist_down
