1,1742715914.558992,1742715916.593406,2
4,1742715916.593410,1742715918.593584,5
0,1742715918.593586,1742715920.593909,1
2,1742715920.593911,1742715922.600420,3
3,1742715922.600423,1742715924.636496,4
1,1742715924.636498,1742715926.667152,2
4,1742715926.667154,1742715928.667828,5
2,1742715928.667830,1742715930.705885,3
3,1742715930.705887,1742715932.706487,4
0,1742715932.706489,1742715934.707971,1
4,1742715934.707974,1742715936.737264,5
3,1742715936.737266,1742715938.778602,4
2,1742715938.778605,1742715940.800276,3
1,1742715940.800278,1742715942.813235,2
2,1742715942.813237,1742715944.847366,3
0,1742715944.847368,1742715946.847614,1
4,1742715946.847616,1742715948.881730,5
3,1742715948.881732,1742715950.917347,4
0,1742715950.917350,1742715952.917870,1
1,1742715952.917872,1742715954.943544,2
10,1742715954.943546,1742715956.947445,Five
6,1742715956.947446,1742715958.948436,One
10,1742715958.948438,1742715960.952918,Five
10,1742715960.952920,1742715962.954883,Five
8,1742715962.954885,1742715964.988217,Three
12,1742715964.988219,1742715967.020536,Seven
14,1742715967.020538,1742715969.058733,Nine
5,1742715969.058736,1742715971.082812,Zero
12,1742715971.082814,1742715973.096520,Seven
7,1742715973.096522,1742715975.128631,Two
9,1742715975.128633,1742715977.152339,Four
8,1742715977.152341,1742715979.153566,Three
11,1742715979.153568,1742715981.165099,Six
7,1742715981.165101,1742715983.196669,Two
14,1742715983.196672,1742715985.200192,Nine
9,1742715985.200195,1742715987.228864,Four
6,1742715987.228866,1742715989.229075,One
5,1742715989.229077,1742715991.232523,Zero
11,1742715991.232525,1742715993.234077,Six
13,1742715993.234079,1742715995.235511,Eight
13,1742715995.235514,1742715997.273161,Eight
14,1742715997.273164,1742715999.298377,Nine
14,1742715999.298379,1742716001.298884,Nine
5,1742716001.298885,1742716003.344223,Zero
7,1742716003.344225,1742716005.364932,Two
12,1742716005.364934,1742716007.366209,Seven
12,1742716007.366211,1742716009.367675,Seven
7,1742716009.367677,1742716011.368820,Two
8,1742716011.368822,1742716013.372270,Three
6,1742716013.372272,1742716015.414684,One
5,1742716015.414686,1742716017.415836,Zero
10,1742716017.415838,1742716019.444374,Five
9,1742716019.444376,1742716021.445230,Four
13,1742716021.445232,1742716023.480773,Eight
8,1742716023.480775,1742716025.482506,Three
10,1742716025.482509,1742716027.484273,Five
6,1742716027.484275,1742716029.485583,One
9,1742716029.485586,1742716031.518364,Four
11,1742716031.518366,1742716033.553930,Six
11,1742716033.553932,1742716035.560796,Six
13,1742716035.560798,1742716037.594879,Eight
10,1742716037.594881,1742716039.596191,Five
17,1742716039.596192,1742716041.626301,wrist_left
16,1742716041.626303,1742716043.627264,wrist_down
15,1742716043.627266,1742716045.629180,wrist_up
17,1742716045.629182,1742716047.630534,wrist_left
16,1742716047.630536,1742716049.657475,wrist_down
15,1742716049.657477,1742716051.659324,wrist_up
15,1742716051.659327,1742716053.661735,wrist_up
17,1742716053.661738,1742716055.697579,wrist_left
16,1742716055.697581,1742716057.730819,wrist_down
15,1742716057.730821,1742716059.770263,wrist_up
17,1742716059.770265,1742716061.802703,wrist_left
16,1742716061.802705,1742716063.837005,wrist_down
