4,1742735815.917277,1742735817.929527,5
2,1742735817.929530,1742735819.951529,3
1,1742735819.951531,1742735821.952347,2
4,1742735821.952349,1742735823.954262,5
1,1742735823.954265,1742735826.000400,2
0,1742735826.000402,1742735828.001331,1
3,1742735828.001334,1742735830.026596,4
3,1742735830.026599,1742735832.027191,4
0,1742735832.027193,1742735834.068393,1
2,1742735834.068395,1742735836.069885,3
2,1742735836.069887,1742735838.098987,3
4,1742735838.098990,1742735840.100177,5
0,1742735840.100179,1742735842.137438,1
3,1742735842.137440,1742735844.175732,4
1,1742735844.175734,1742735846.209020,2
2,1742735846.209022,1742735848.210287,3
4,1742735848.210289,1742735850.247108,5
1,1742735850.247110,1742735852.267578,2
3,1742735852.267580,1742735854.281916,4
0,1742735854.281919,1742735856.283369,1
10,1742735856.283372,1742735858.283761,Five
7,1742735858.283763,1742735860.307354,Two
6,1742735860.307356,1742735862.310222,One
7,1742735862.310225,1742735864.310734,Two
12,1742735864.310736,1742735866.310925,Seven
11,1742735866.310927,1742735868.311933,Six
10,1742735868.311935,1742735870.312492,Five
5,1742735870.312494,1742735872.352538,Zero
14,1742735872.352541,1742735874.354877,Nine
11,1742735874.354879,1742735876.383759,Six
6,1742735876.383761,1742735878.384451,One
9,1742735878.384453,1742735880.427850,Four
5,1742735880.427853,1742735882.428868,Zero
12,1742735882.428871,1742735884.449482,Seven
13,1742735884.449484,1742735886.450646,Eight
9,1742735886.450648,1742735888.451486,Four
14,1742735888.451488,1742735890.460549,Nine
13,1742735890.460551,1742735892.460817,Eight
10,1742735892.460820,1742735894.461749,Five
8,1742735894.461751,1742735896.492519,Three
8,1742735896.492522,1742735898.500241,Three
10,1742735898.500244,1742735900.533086,Five
11,1742735900.533088,1742735902.567119,Six
8,1742735902.567122,1742735904.570361,Three
5,1742735904.570363,1742735906.571870,Zero
14,1742735906.571873,1742735908.573077,Nine
11,1742735908.573079,1742735910.575840,Six
13,1742735910.575842,1742735912.576494,Eight
10,1742735912.576496,1742735914.578198,Five
5,1742735914.578200,1742735916.607419,Zero
7,1742735916.607421,1742735918.646347,Two
14,1742735918.646349,1742735920.647405,Nine
12,1742735920.647407,1742735922.674542,Seven
9,1742735922.674545,1742735924.713003,Four
6,1742735924.713005,1742735926.747598,One
6,1742735926.747600,1742735928.782934,One
12,1742735928.782936,1742735930.805956,Seven
9,1742735930.805958,1742735932.816721,Four
7,1742735932.816724,1742735934.817111,Two
8,1742735934.817113,1742735936.850596,Three
13,1742735936.850598,1742735938.880946,Eight
10,1742735938.880948,1742735940.886414,Five
17,1742735940.886417,1742735942.918720,wrist_left
17,1742735942.918723,1742735944.927185,wrist_left
15,1742735944.927188,1742735946.928511,wrist_up
15,1742735946.928514,1742735948.948400,wrist_up
16,1742735948.948402,1742735950.950477,wrist_down
16,1742735950.950479,1742735952.954568,wrist_down
17,1742735952.954570,1742735954.957123,wrist_left
17,1742735954.957124,1742735956.958917,wrist_left
16,1742735956.958919,1742735958.998166,wrist_down
15,1742735958.998168,1742735961.030691,wrist_up
16,1742735961.030693,1742735963.065988,wrist_down
15,1742735963.065990,1742735965.089901,wrist_up
