2,1742693506.978358,1742693508.992475,3
4,1742693508.992478,1742693511.019272,5
3,1742693511.019274,1742693513.056860,4
1,1742693513.056862,1742693515.092094,2
1,1742693515.092097,1742693517.092738,2
0,1742693517.092741,1742693519.125384,1
4,1742693519.125387,1742693521.125669,5
3,1742693521.125671,1742693523.127476,4
0,1742693523.127479,1742693525.127722,1
2,1742693525.127724,1742693527.131248,3
3,1742693527.131250,1742693529.165891,4
4,1742693529.165893,1742693531.197715,5
1,1742693531.197718,1742693533.199945,2
0,1742693533.199947,1742693535.204463,1
1,1742693535.204465,1742693537.206419,2
4,1742693537.206422,1742693539.229583,5
0,1742693539.229585,1742693541.271710,1
2,1742693541.271712,1742693543.271722,3
2,1742693543.271724,1742693545.273274,3
3,1742693545.273276,1742693547.275471,4
10,1742693547.275473,1742693549.303454,Five
11,1742693549.303456,1742693551.306117,Six
9,1742693551.306119,1742693553.339525,Four
12,1742693553.339527,1742693555.344670,Seven
8,1742693555.344672,1742693557.344703,Three
14,1742693557.344706,1742693559.373221,Nine
8,1742693559.373224,1742693561.411278,Three
9,1742693561.411280,1742693563.419196,Four
13,1742693563.419198,1742693565.448819,Eight
7,1742693565.448821,1742693567.484421,Two
6,1742693567.484423,1742693569.488592,One
6,1742693569.488594,1742693571.515187,One
12,1742693571.515189,1742693573.553501,Seven
14,1742693573.553504,1742693575.555146,Nine
10,1742693575.555148,1742693577.555627,Five
5,1742693577.555629,1742693579.586006,Zero
11,1742693579.586008,1742693581.589967,Six
5,1742693581.589969,1742693583.619224,Zero
10,1742693583.619226,1742693585.621477,Five
7,1742693585.621479,1742693587.623219,Two
13,1742693587.623221,1742693589.661042,Eight
14,1742693589.661044,1742693591.697387,Nine
11,1742693591.697390,1742693593.728407,Six
12,1742693593.728410,1742693595.765719,Seven
8,1742693595.765721,1742693597.769630,Three
10,1742693597.769633,1742693599.790742,Five
7,1742693599.790744,1742693601.791428,Two
5,1742693601.791430,1742693603.793430,Zero
13,1742693603.793433,1742693605.796070,Eight
10,1742693605.796072,1742693607.797427,Five
7,1742693607.797429,1742693609.800603,Two
11,1742693609.800605,1742693611.837564,Six
5,1742693611.837566,1742693613.840406,Zero
9,1742693613.840408,1742693615.841125,Four
9,1742693615.841128,1742693617.841934,Four
14,1742693617.841937,1742693619.871647,Nine
13,1742693619.871649,1742693621.909251,Eight
6,1742693621.909253,1742693623.943658,One
8,1742693623.943660,1742693625.979023,Three
6,1742693625.979025,1742693627.984891,One
12,1742693627.984893,1742693629.985441,Seven
10,1742693629.985443,1742693632.015599,Five
17,1742693632.015601,1742693634.019447,wrist_left
16,1742693634.019449,1742693636.050370,wrist_down
16,1742693636.050372,1742693638.087961,wrist_down
15,1742693638.087964,1742693640.122851,wrist_up
15,1742693640.122853,1742693642.155063,wrist_up
17,1742693642.155065,1742693644.184677,wrist_left
15,1742693644.184680,1742693646.189968,wrist_up
16,1742693646.189970,1742693648.221524,wrist_down
17,1742693648.221526,1742693650.223992,wrist_left
15,1742693650.223994,1742693652.226082,wrist_up
16,1742693652.226084,1742693654.258553,wrist_down
17,1742693654.258555,1742693656.292486,wrist_left
