2,1743494574.145057,1743494576.145071,3
2,1743494576.145074,1743494578.160935,3
1,1743494578.160937,1743494580.161248,2
3,1743494580.161250,1743494582.209030,4
0,1743494582.209033,1743494584.224903,1
3,1743494584.224905,1743494586.241118,4
4,1743494586.241120,1743494588.241337,5
0,1743494588.241340,1743494590.256946,1
4,1743494590.256948,1743494592.289153,5
1,1743494592.289155,1743494594.304948,2
2,1743494594.304950,1743494596.320824,3
0,1743494596.320827,1743494598.336732,1
1,1743494598.336734,1743494600.336999,2
1,1743494600.337001,1743494602.368911,2
3,1743494602.368913,1743494604.384511,4
2,1743494604.384513,1743494606.400396,3
3,1743494606.400398,1743494608.416513,4
0,1743494608.416515,1743494610.432475,1
4,1743494610.432477,1743494612.463733,5
4,1743494612.463734,1743494614.496112,5
10,1743494614.496114,1743494616.511661,Five
7,1743494616.511663,1743494618.511967,Two
12,1743494618.511969,1743494620.527889,Seven
10,1743494620.527890,1743494622.544195,Five
8,1743494622.544197,1743494624.559444,Three
6,1743494624.559447,1743494626.575328,One
7,1743494626.575330,1743494628.575562,Two
8,1743494628.575564,1743494630.607768,Three
6,1743494630.607770,1743494632.623132,One
9,1743494632.623134,1743494634.639462,Four
12,1743494634.639464,1743494636.671659,Seven
13,1743494636.671661,1743494638.687710,Eight
9,1743494638.687712,1743494640.719668,Four
10,1743494640.719671,1743494642.750777,Five
11,1743494642.750779,1743494644.766850,Six
14,1743494644.766852,1743494646.781580,Nine
11,1743494646.781581,1743494648.799216,Six
5,1743494648.799219,1743494650.815495,Zero
13,1743494650.815497,1743494652.830925,Eight
5,1743494652.830927,1743494654.846496,Zero
14,1743494654.846497,1743494656.862878,Nine
14,1743494656.862880,1743494658.894599,Nine
13,1743494658.894601,1743494660.927051,Eight
6,1743494660.927053,1743494662.942222,One
10,1743494662.942224,1743494664.958341,Five
5,1743494664.958343,1743494666.990363,Zero
7,1743494666.990365,1743494669.006716,Two
12,1743494669.006717,1743494671.022088,Seven
13,1743494671.022090,1743494673.038319,Eight
14,1743494673.038321,1743494675.054569,Nine
11,1743494675.054571,1743494677.070315,Six
6,1743494677.070317,1743494679.102605,One
5,1743494679.102607,1743494681.133890,Zero
11,1743494681.133892,1743494683.150038,Six
7,1743494683.150040,1743494685.165907,Two
12,1743494685.165909,1743494687.182038,Seven
8,1743494687.182040,1743494689.198292,Three
8,1743494689.198295,1743494691.213075,Three
10,1743494691.213077,1743494693.229879,Five
9,1743494693.229882,1743494695.245456,Four
9,1743494695.245458,1743494697.261422,Four
10,1743494697.261424,1743494699.277330,Five
15,1743494699.277331,1743494701.308478,wrist_up
15,1743494701.308480,1743494703.324756,wrist_up
17,1743494703.324757,1743494705.340974,wrist_left
16,1743494705.340977,1743494707.357108,wrist_down
17,1743494707.357110,1743494709.373149,wrist_left
16,1743494709.373151,1743494711.388955,wrist_down
16,1743494711.388957,1743494713.404943,wrist_down
17,1743494713.404945,1743494715.420913,wrist_left
17,1743494715.420915,1743494717.453165,wrist_left
15,1743494717.453167,1743494719.484999,wrist_up
15,1743494719.485001,1743494721.516831,wrist_up
16,1743494721.516833,1743494723.548827,wrist_down
