1,1742723329.675222,1742723331.678826,2
0,1742723331.678829,1742723333.686801,1
0,1742723333.686803,1742723335.689317,1
4,1742723335.689319,1742723337.689684,5
3,1742723337.689687,1742723339.720618,4
2,1742723339.720620,1742723341.757096,3
3,1742723341.757098,1742723343.758972,4
1,1742723343.758974,1742723345.785695,2
4,1742723345.785697,1742723347.827546,5
2,1742723347.827547,1742723349.855623,3
4,1742723349.855625,1742723351.856399,5
3,1742723351.856402,1742723353.856843,4
2,1742723353.856845,1742723355.896424,3
4,1742723355.896426,1742723357.896587,5
2,1742723357.896589,1742723359.932722,3
1,1742723359.932724,1742723361.967285,2
1,1742723361.967288,1742723363.998383,2
0,1742723363.998385,1742723366.031659,1
0,1742723366.031661,1742723368.036205,1
3,1742723368.036207,1742723370.040577,4
10,1742723370.040579,1742723372.074359,Five
8,1742723372.074361,1742723374.105691,Three
10,1742723374.105693,1742723376.106870,Five
11,1742723376.106872,1742723378.109121,Six
14,1742723378.109123,1742723380.109721,Nine
10,1742723380.109723,1742723382.141413,Five
13,1742723382.141415,1742723384.176739,Eight
6,1742723384.176741,1742723386.203053,One
9,1742723386.203055,1742723388.210277,Four
12,1742723388.210279,1742723390.246243,Seven
7,1742723390.246246,1742723392.276989,Two
6,1742723392.276991,1742723394.313867,One
12,1742723394.313869,1742723396.353141,Seven
9,1742723396.353144,1742723398.387741,Four
8,1742723398.387743,1742723400.409183,Three
5,1742723400.409186,1742723402.422889,Zero
14,1742723402.422892,1742723404.447783,Nine
7,1742723404.447785,1742723406.455095,Two
11,1742723406.455097,1742723408.458735,Six
13,1742723408.458738,1742723410.484045,Eight
5,1742723410.484047,1742723412.484376,Zero
14,1742723412.484379,1742723414.526723,Nine
14,1742723414.526725,1742723416.553539,Nine
6,1742723416.553541,1742723418.559247,One
10,1742723418.559249,1742723420.560818,Five
6,1742723420.560820,1742723422.593424,One
9,1742723422.593426,1742723424.630468,Four
8,1742723424.630470,1742723426.631082,Three
10,1742723426.631084,1742723428.631569,Five
8,1742723428.631571,1742723430.666474,Three
9,1742723430.666476,1742723432.670503,Four
5,1742723432.670505,1742723434.695429,Zero
11,1742723434.695431,1742723436.739943,Six
13,1742723436.739946,1742723438.771550,Eight
7,1742723438.771553,1742723440.807775,Two
11,1742723440.807777,1742723442.807890,Six
12,1742723442.807892,1742723444.832259,Seven
12,1742723444.832261,1742723446.836812,Seven
5,1742723446.836814,1742723448.841853,Zero
7,1742723448.841855,1742723450.872454,Two
13,1742723450.872456,1742723452.875527,Eight
10,1742723452.875530,1742723454.876007,Five
16,1742723454.876009,1742723456.912778,wrist_down
17,1742723456.912780,1742723458.946424,wrist_left
16,1742723458.946427,1742723460.947748,wrist_down
17,1742723460.947751,1742723462.952605,wrist_left
15,1742723462.952608,1742723464.953461,wrist_up
15,1742723464.953463,1742723466.974491,wrist_up
15,1742723466.974494,1742723468.975756,wrist_up
16,1742723468.975758,1742723470.977855,wrist_down
17,1742723470.977857,1742723473.020072,wrist_left
15,1742723473.020075,1742723475.021306,wrist_up
17,1742723475.021308,1742723477.055671,wrist_left
16,1742723477.055674,1742723479.092304,wrist_down
