1,1742866315.862621,1742866317.871433,2
0,1742866317.871436,1742866319.875662,1
4,1742866319.875664,1742866321.877281,5
2,1742866321.877283,1742866323.897651,3
1,1742866323.897654,1742866325.898580,2
2,1742866325.898582,1742866327.901765,3
4,1742866327.901767,1742866329.911279,5
0,1742866329.911281,1742866331.915801,1
3,1742866331.915803,1742866333.943155,4
3,1742866333.943157,1742866335.945230,4
3,1742866335.945232,1742866337.946400,4
4,1742866337.946402,1742866339.981650,5
0,1742866339.981652,1742866341.982325,1
4,1742866341.982328,1742866344.018282,5
2,1742866344.018284,1742866346.018388,3
1,1742866346.018390,1742866348.021223,2
1,1742866348.021225,1742866350.024686,2
2,1742866350.024689,1742866352.025354,3
3,1742866352.025356,1742866354.046351,4
0,1742866354.046353,1742866356.047892,1
10,1742866356.047894,1742866358.059102,Five
10,1742866358.059103,1742866360.094659,Five
11,1742866360.094661,1742866362.122842,Six
7,1742866362.122844,1742866364.165088,Two
9,1742866364.165090,1742866366.190893,Four
6,1742866366.190895,1742866368.231787,One
13,1742866368.231790,1742866370.265078,Eight
10,1742866370.265081,1742866372.265544,Five
14,1742866372.265546,1742866374.299143,Nine
14,1742866374.299145,1742866376.301472,Nine
8,1742866376.301474,1742866378.303610,Three
5,1742866378.303612,1742866380.335667,Zero
12,1742866380.335670,1742866382.340535,Seven
13,1742866382.340537,1742866384.367864,Eight
9,1742866384.367866,1742866386.409648,Four
6,1742866386.409650,1742866388.410575,One
5,1742866388.410577,1742866390.441746,Zero
8,1742866390.441748,1742866392.479340,Three
7,1742866392.479342,1742866394.506966,Two
11,1742866394.506968,1742866396.547063,Six
12,1742866396.547065,1742866398.549011,Seven
10,1742866398.549014,1742866400.581188,Five
14,1742866400.581190,1742866402.581215,Nine
7,1742866402.581217,1742866404.581639,Two
8,1742866404.581641,1742866406.584755,Three
8,1742866406.584757,1742866408.613845,Three
12,1742866408.613847,1742866410.649773,Seven
11,1742866410.649775,1742866412.656620,Six
6,1742866412.656622,1742866414.679571,One
13,1742866414.679573,1742866416.724893,Eight
7,1742866416.724894,1742866418.759887,Two
6,1742866418.759890,1742866420.791878,One
11,1742866420.791880,1742866422.823618,Six
5,1742866422.823620,1742866424.861704,Zero
10,1742866424.861706,1742866426.864692,Five
13,1742866426.864694,1742866428.884727,Eight
5,1742866428.884729,1742866430.897607,Zero
14,1742866430.897609,1742866432.931114,Nine
12,1742866432.931116,1742866434.963689,Seven
9,1742866434.963691,1742866436.964639,Four
9,1742866436.964641,1742866438.990238,Four
10,1742866438.990240,1742866440.995969,Five
15,1742866440.995971,1742866443.001313,wrist_up
16,1742866443.001315,1742866445.035360,wrist_down
17,1742866445.035362,1742866447.071688,wrist_left
15,1742866447.071691,1742866449.072736,wrist_up
16,1742866449.072738,1742866451.110045,wrist_down
17,1742866451.110048,1742866453.130589,wrist_left
15,1742866453.130591,1742866455.131335,wrist_up
16,1742866455.131337,1742866457.143809,wrist_down
16,1742866457.143812,1742866459.147791,wrist_down
15,1742866459.147793,1742866461.179886,wrist_up
17,1742866461.179888,1742866463.215718,wrist_left
17,1742866463.215720,1742866465.236480,wrist_left
