0,1742372731.848692,1742372733.863079,1
2,1742372733.863083,1742372735.864400,3
1,1742372735.864402,1742372737.893406,2
4,1742372737.893409,1742372739.895583,5
3,1742372739.895585,1742372741.929260,4
4,1742372741.929262,1742372743.930738,5
0,1742372743.930740,1742372745.956434,1
3,1742372745.956436,1742372747.960438,4
2,1742372747.960440,1742372749.999670,3
1,1742372749.999672,1742372752.031115,2
0,1742372752.031118,1742372754.064975,1
3,1742372754.064977,1742372756.067559,4
0,1742372756.067561,1742372758.068126,1
1,1742372758.068128,1742372760.071689,2
1,1742372760.071691,1742372762.076033,2
4,1742372762.076035,1742372764.076298,5
2,1742372764.076299,1742372766.077218,3
4,1742372766.077221,1742372768.078451,5
3,1742372768.078454,1742372770.080981,4
2,1742372770.080984,1742372772.100747,3
10,1742372772.100749,1742372774.112449,Five
10,1742372774.112452,1742372776.139039,Five
7,1742372776.139041,1742372778.141596,Two
5,1742372778.141598,1742372780.142849,Zero
5,1742372780.142851,1742372782.148140,Zero
8,1742372782.148142,1742372784.148731,Three
11,1742372784.148733,1742372786.151702,Six
6,1742372786.151705,1742372788.151763,One
11,1742372788.151766,1742372790.186003,Six
12,1742372790.186006,1742372792.218664,Seven
14,1742372792.218666,1742372794.253459,Nine
13,1742372794.253461,1742372796.294103,Eight
13,1742372796.294106,1742372798.314695,Eight
9,1742372798.314697,1742372800.315876,Four
6,1742372800.315877,1742372802.317363,One
8,1742372802.317365,1742372804.320234,Three
7,1742372804.320236,1742372806.325974,Two
12,1742372806.325976,1742372808.363576,Seven
10,1742372808.363578,1742372810.396213,Five
14,1742372810.396216,1742372812.397271,Nine
9,1742372812.397273,1742372814.431720,Four
11,1742372814.431722,1742372816.432472,Six
8,1742372816.432474,1742372818.464322,Three
13,1742372818.464324,1742372820.464931,Eight
6,1742372820.464933,1742372822.465662,One
6,1742372822.465664,1742372824.501733,One
12,1742372824.501735,1742372826.508345,Seven
13,1742372826.508347,1742372828.535821,Eight
8,1742372828.535824,1742372830.574530,Three
7,1742372830.574532,1742372832.612141,Two
14,1742372832.612143,1742372834.645820,Nine
5,1742372834.645822,1742372836.667884,Zero
5,1742372836.667886,1742372838.673272,Zero
7,1742372838.673275,1742372840.679943,Two
10,1742372840.679945,1742372842.714836,Five
12,1742372842.714838,1742372844.740879,Seven
9,1742372844.740882,1742372846.743903,Four
9,1742372846.743905,1742372848.748205,Four
10,1742372848.748207,1742372850.750152,Five
14,1742372850.750154,1742372852.783980,Nine
11,1742372852.783982,1742372854.815840,Six
10,1742372854.815842,1742372856.817792,Five
15,1742372856.817794,1742372858.855586,wrist_up
17,1742372858.855588,1742372860.889133,wrist_left
16,1742372860.889135,1742372862.916533,wrist_down
17,1742372862.916536,1742372864.927369,wrist_left
15,1742372864.927371,1742372866.927604,wrist_up
16,1742372866.927607,1742372868.950958,wrist_down
16,1742372868.950960,1742372870.951541,wrist_down
17,1742372870.951544,1742372872.958344,wrist_left
16,1742372872.958346,1742372874.995057,wrist_down
15,1742372874.995060,1742372877.029815,wrist_up
15,1742372877.029817,1742372879.053579,wrist_up
17,1742372879.053581,1742372881.064350,wrist_left
