1,1742876037.743090,1742876039.743314,2
0,1742876039.743318,1742876041.747794,1
2,1742876041.747797,1742876043.779828,3
3,1742876043.779830,1742876045.817252,4
4,1742876045.817254,1742876047.818657,5
4,1742876047.818659,1742876049.840903,5
2,1742876049.840905,1742876051.842388,3
0,1742876051.842391,1742876053.844015,1
1,1742876053.844016,1742876055.888962,2
3,1742876055.888964,1742876057.891201,4
3,1742876057.891203,1742876059.918290,4
0,1742876059.918293,1742876061.955579,1
4,1742876061.955581,1742876063.956800,5
1,1742876063.956802,1742876065.990640,2
2,1742876065.990643,1742876068.027412,3
1,1742876068.027413,1742876070.052975,2
0,1742876070.052976,1742876072.058375,1
4,1742876072.058378,1742876074.063854,5
2,1742876074.063856,1742876076.094873,3
3,1742876076.094875,1742876078.103194,4
10,1742876078.103197,1742876080.124570,Five
6,1742876080.124572,1742876082.124881,One
9,1742876082.124883,1742876084.125707,Four
7,1742876084.125709,1742876086.126552,Two
10,1742876086.126554,1742876088.126943,Five
14,1742876088.126945,1742876090.129285,Nine
11,1742876090.129287,1742876092.174530,Six
5,1742876092.174532,1742876094.205996,Zero
5,1742876094.205998,1742876096.240898,Zero
7,1742876096.240900,1742876098.242606,Two
8,1742876098.242608,1742876100.244757,Three
8,1742876100.244760,1742876102.272972,Three
12,1742876102.272974,1742876104.275032,Seven
13,1742876104.275034,1742876106.307314,Eight
6,1742876106.307316,1742876108.312840,One
14,1742876108.312842,1742876110.318983,Nine
11,1742876110.318985,1742876112.340538,Six
12,1742876112.340540,1742876114.340943,Seven
13,1742876114.340945,1742876116.341709,Eight
9,1742876116.341711,1742876118.342685,Four
10,1742876118.342687,1742876120.343465,Five
14,1742876120.343468,1742876122.349801,Nine
5,1742876122.349803,1742876124.390401,Zero
11,1742876124.390403,1742876126.412875,Six
13,1742876126.412877,1742876128.414456,Eight
5,1742876128.414458,1742876130.426302,Zero
7,1742876130.426304,1742876132.450704,Two
13,1742876132.450706,1742876134.460575,Eight
6,1742876134.460578,1742876136.496250,One
10,1742876136.496252,1742876138.526294,Five
8,1742876138.526296,1742876140.531907,Three
7,1742876140.531909,1742876142.535533,Two
12,1742876142.535536,1742876144.536195,Seven
10,1742876144.536198,1742876146.536982,Five
11,1742876146.536984,1742876148.561470,Six
6,1742876148.561472,1742876150.604599,One
9,1742876150.604601,1742876152.605862,Four
12,1742876152.605864,1742876154.637627,Seven
9,1742876154.637629,1742876156.674452,Four
14,1742876156.674454,1742876158.674571,Nine
8,1742876158.674573,1742876160.697205,Three
10,1742876160.697207,1742876162.710720,Five
16,1742876162.710722,1742876164.739326,wrist_down
16,1742876164.739328,1742876166.741616,wrist_down
17,1742876166.741618,1742876168.745033,wrist_left
15,1742876168.745035,1742876170.775948,wrist_up
15,1742876170.775950,1742876172.816449,wrist_up
17,1742876172.816451,1742876174.838946,wrist_left
15,1742876174.838948,1742876176.852919,wrist_up
17,1742876176.852921,1742876178.853961,wrist_left
15,1742876178.853963,1742876180.887426,wrist_up
16,1742876180.887428,1742876182.887793,wrist_down
16,1742876182.887795,1742876184.890924,wrist_down
17,1742876184.890926,1742876186.913846,wrist_left
