2,1742263121.117459,1742263123.150920,3
3,1742263123.150923,1742263125.152917,4
4,1742263125.152920,1742263127.174929,5
1,1742263127.174932,1742263129.179838,2
1,1742263129.179841,1742263131.185087,2
2,1742263131.185089,1742263133.221156,3
0,1742263133.221159,1742263135.250729,1
0,1742263135.250731,1742263137.288055,1
3,1742263137.288057,1742263139.290453,4
4,1742263139.290455,1742263141.315744,5
4,1742263141.315746,1742263143.321055,5
1,1742263143.321058,1742263145.329012,2
4,1742263145.329015,1742263147.359501,5
2,1742263147.359503,1742263149.366836,3
0,1742263149.366838,1742263151.368208,1
3,1742263151.368211,1742263153.396424,4
3,1742263153.396426,1742263155.398071,4
0,1742263155.398073,1742263157.436572,1
1,1742263157.436575,1742263159.457973,2
2,1742263159.457975,1742263161.460429,3
10,1742263161.460431,1742263163.467072,Five
14,1742263163.467074,1742263165.467870,Nine
5,1742263165.467872,1742263167.471768,Zero
12,1742263167.471770,1742263169.506396,Seven
11,1742263169.506398,1742263171.506693,Six
8,1742263171.506695,1742263173.509534,Three
12,1742263173.509536,1742263175.539757,Seven
11,1742263175.539759,1742263177.575359,Six
7,1742263177.575361,1742263179.611193,Two
6,1742263179.611195,1742263181.642986,One
14,1742263181.642988,1742263183.675702,Nine
9,1742263183.675703,1742263185.715094,Four
13,1742263185.715096,1742263187.748163,Eight
7,1742263187.748165,1742263189.783133,Two
10,1742263189.783135,1742263191.820694,Five
5,1742263191.820697,1742263193.853114,Zero
10,1742263193.853117,1742263195.853384,Five
6,1742263195.853386,1742263197.855714,One
13,1742263197.855716,1742263199.889954,Eight
8,1742263199.889957,1742263201.917792,Three
9,1742263201.917794,1742263203.918518,Four
14,1742263203.918521,1742263205.924834,Nine
13,1742263205.924836,1742263207.926013,Eight
8,1742263207.926016,1742263209.930112,Three
5,1742263209.930114,1742263211.931238,Zero
12,1742263211.931240,1742263213.933589,Seven
9,1742263213.933591,1742263215.954131,Four
10,1742263215.954133,1742263217.954707,Five
12,1742263217.954709,1742263219.956206,Seven
13,1742263219.956208,1742263221.958796,Eight
5,1742263221.958799,1742263223.964176,Zero
8,1742263223.964178,1742263225.965405,Three
7,1742263225.965407,1742263227.965498,Two
7,1742263227.965501,1742263230.004589,Two
9,1742263230.004591,1742263232.037023,Four
10,1742263232.037026,1742263234.039740,Five
6,1742263234.039742,1742263236.040332,One
11,1742263236.040335,1742263238.075955,Six
14,1742263238.075957,1742263240.107230,Nine
11,1742263240.107233,1742263242.110346,Six
6,1742263242.110348,1742263244.146453,One
10,1742263244.146455,1742263246.183681,Five
16,1742263246.183683,1742263248.217336,wrist_down
16,1742263248.217338,1742263250.238378,wrist_down
17,1742263250.238380,1742263252.239736,wrist_left
15,1742263252.239739,1742263254.242007,wrist_up
15,1742263254.242009,1742263256.246001,wrist_up
17,1742263256.246003,1742263258.246686,wrist_left
17,1742263258.246688,1742263260.252125,wrist_left
17,1742263260.252128,1742263262.286825,wrist_left
15,1742263262.286827,1742263264.321235,wrist_up
16,1742263264.321237,1742263266.357957,wrist_down
15,1742263266.357960,1742263268.388933,wrist_up
16,1742263268.388935,1742263270.423630,wrist_down
