4,1743469037.365280,1743469039.381183,5
3,1743469039.381186,1743469041.397193,4
2,1743469041.397195,1743469043.413711,3
1,1743469043.413713,1743469045.429755,2
3,1743469045.429757,1743469047.429915,4
2,1743469047.429917,1743469049.444776,3
0,1743469049.444778,1743469051.461265,1
0,1743469051.461266,1743469053.476784,1
4,1743469053.476786,1743469055.492718,5
1,1743469055.492720,1743469057.508976,2
2,1743469057.508978,1743469059.541027,3
4,1743469059.541029,1743469061.572678,5
1,1743469061.572680,1743469063.589039,2
2,1743469063.589041,1743469065.636569,3
1,1743469065.636571,1743469067.652859,2
4,1743469067.652860,1743469069.668979,5
3,1743469069.668981,1743469071.684699,4
0,1743469071.684701,1743469073.700800,1
3,1743469073.700802,1743469075.701057,4
0,1743469075.701059,1743469077.716539,1
10,1743469077.716541,1743469079.732649,Five
12,1743469079.732651,1743469081.748587,Seven
10,1743469081.748589,1743469083.764593,Five
12,1743469083.764595,1743469085.780562,Seven
8,1743469085.780564,1743469087.796405,Three
14,1743469087.796408,1743469089.812317,Nine
9,1743469089.812319,1743469091.828810,Four
13,1743469091.828812,1743469093.844539,Eight
5,1743469093.844541,1743469095.860004,Zero
14,1743469095.860006,1743469097.875924,Nine
13,1743469097.875926,1743469099.892028,Eight
6,1743469099.892030,1743469101.892245,One
6,1743469101.892246,1743469103.892304,One
8,1743469103.892306,1743469105.907973,Three
11,1743469105.907975,1743469107.939968,Six
11,1743469107.939970,1743469109.955405,Six
7,1743469109.955407,1743469111.956417,Two
5,1743469111.956419,1743469113.987782,Zero
9,1743469113.987785,1743469116.004391,Four
7,1743469116.004393,1743469118.020209,Two
10,1743469118.020212,1743469120.036510,Five
10,1743469120.036512,1743469122.051970,Five
10,1743469122.051972,1743469124.067818,Five
13,1743469124.067820,1743469126.083988,Eight
11,1743469126.083990,1743469128.100004,Six
14,1743469128.100006,1743469130.115894,Nine
5,1743469130.115896,1743469132.131794,Zero
6,1743469132.131796,1743469134.147865,One
8,1743469134.147867,1743469136.163293,Three
7,1743469136.163296,1743469138.195501,Two
12,1743469138.195503,1743469140.211757,Seven
14,1743469140.211759,1743469142.228205,Nine
8,1743469142.228207,1743469144.243528,Three
13,1743469144.243530,1743469146.259848,Eight
9,1743469146.259849,1743469148.275797,Four
12,1743469148.275799,1743469150.291055,Seven
5,1743469150.291056,1743469152.307291,Zero
7,1743469152.307293,1743469154.339014,Two
9,1743469154.339016,1743469156.339454,Four
11,1743469156.339457,1743469158.354872,Six
6,1743469158.354874,1743469160.355245,One
10,1743469160.355247,1743469162.387003,Five
17,1743469162.387005,1743469164.402984,wrist_left
17,1743469164.402986,1743469166.403020,wrist_left
16,1743469166.403022,1743469168.403199,wrist_down
15,1743469168.403202,1743469170.435285,wrist_up
16,1743469170.435286,1743469172.450378,wrist_down
15,1743469172.450380,1743469174.467070,wrist_up
15,1743469174.467071,1743469176.467216,wrist_up
16,1743469176.467218,1743469178.467359,wrist_down
17,1743469178.467361,1743469180.483202,wrist_left
17,1743469180.483203,1743469182.498845,wrist_left
15,1743469182.498847,1743469184.515448,wrist_up
16,1743469184.515450,1743469186.530881,wrist_down
