0,1743469632.543167,1743469634.559582,1
2,1743469634.559585,1743469636.575538,3
4,1743469636.575540,1743469638.575630,5
3,1743469638.575632,1743469640.591352,4
0,1743469640.591354,1743469642.607752,1
1,1743469642.607754,1743469644.623889,2
3,1743469644.623891,1743469646.639556,4
4,1743469646.639558,1743469648.655690,5
1,1743469648.655692,1743469650.670958,2
2,1743469650.670960,1743469652.687205,3
0,1743469652.687207,1743469654.703177,1
3,1743469654.703179,1743469656.719266,4
2,1743469656.719268,1743469658.735928,3
3,1743469658.735930,1743469660.751398,4
0,1743469660.751400,1743469662.766714,1
4,1743469662.766716,1743469664.782690,5
1,1743469664.782692,1743469666.798743,2
1,1743469666.798746,1743469668.813761,2
4,1743469668.813763,1743469670.846350,5
2,1743469670.846352,1743469672.862731,3
10,1743469672.862733,1743469674.878568,Five
10,1743469674.878569,1743469676.895334,Five
12,1743469676.895336,1743469678.927004,Seven
5,1743469678.927006,1743469680.958850,Zero
11,1743469680.958852,1743469682.975193,Six
8,1743469682.975195,1743469684.990985,Three
8,1743469684.990987,1743469687.007101,Three
11,1743469687.007103,1743469689.022649,Six
6,1743469689.022651,1743469691.038865,One
13,1743469691.038866,1743469693.054333,Eight
7,1743469693.054335,1743469695.070422,Two
9,1743469695.070424,1743469697.086545,Four
13,1743469697.086547,1743469699.102745,Eight
12,1743469699.102748,1743469701.134353,Seven
7,1743469701.134355,1743469703.150852,Two
14,1743469703.150854,1743469705.166160,Nine
10,1743469705.166162,1743469707.182381,Five
6,1743469707.182383,1743469709.230280,One
14,1743469709.230281,1743469711.245864,Nine
9,1743469711.245865,1743469713.261771,Four
5,1743469713.261773,1743469715.277586,Zero
8,1743469715.277588,1743469717.277991,Three
6,1743469717.277993,1743469719.278319,One
13,1743469719.278321,1743469721.294066,Eight
6,1743469721.294068,1743469723.309859,One
7,1743469723.309860,1743469725.326209,Two
14,1743469725.326211,1743469727.342068,Nine
13,1743469727.342069,1743469729.358133,Eight
5,1743469729.358135,1743469731.389852,Zero
11,1743469731.389854,1743469733.405905,Six
12,1743469733.405906,1743469735.422198,Seven
9,1743469735.422200,1743469737.438065,Four
7,1743469737.438067,1743469739.453698,Two
8,1743469739.453700,1743469741.469760,Three
11,1743469741.469762,1743469743.485619,Six
14,1743469743.485621,1743469745.501519,Nine
10,1743469745.501521,1743469747.517583,Five
12,1743469747.517585,1743469749.518154,Seven
9,1743469749.518156,1743469751.550137,Four
10,1743469751.550139,1743469753.565345,Five
5,1743469753.565346,1743469755.581100,Zero
10,1743469755.581102,1743469757.581141,Five
16,1743469757.581143,1743469759.581183,wrist_down
17,1743469759.581185,1743469761.613308,wrist_left
16,1743469761.613309,1743469763.629341,wrist_down
17,1743469763.629343,1743469765.645435,wrist_left
15,1743469765.645437,1743469767.677475,wrist_up
15,1743469767.677476,1743469769.710030,wrist_up
16,1743469769.710032,1743469771.725327,wrist_down
15,1743469771.725329,1743469773.741421,wrist_up
15,1743469773.741423,1743469775.757271,wrist_up
16,1743469775.757273,1743469777.757558,wrist_down
17,1743469777.757560,1743469779.789227,wrist_left
17,1743469779.789229,1743469781.805566,wrist_left
